salary,prior_experience,years_in_field,years_at_rank,market_value,has_degree,has_other_qualification,employee_position,is_male,years_absent,engineering_department,finance_department,marketing_department,manager_position,executive_position,prior_experience_original
52580.0,2.0,22.0,9.0,0.7799999713897705,1,0,3,1,0.0,0,0,1,0,1,2
56030.0,0.0,26.0,15.0,1.0,1,0,3,1,1.0,0,0,1,0,1,0
64713.0,0.0,22.0,12.0,1.2300000190734863,1,0,3,1,3.0,1,0,0,0,1,0
50052.0,0.0,23.0,14.0,1.1799999475479126,1,0,3,1,0.0,1,0,0,0,1,0
54850.0,0.0,24.0,9.0,0.9300000071525574,1,0,3,1,0.0,0,1,0,0,1,0
49252.0,0.0,22.0,17.0,0.8899999856948853,1,0,2,1,1.0,0,0,1,1,0,0
62091.0,0.0,23.0,14.0,1.1299999952316284,1,0,3,1,0.0,1,0,0,0,1,0
63800.0,0.0,25.0,14.0,1.0,1,0,3,1,0.0,1,0,0,0,1,0
45584.0,0.0,25.0,5.0,0.9599999785423279,1,0,2,1,1.0,0,0,0,1,0,0
56433.0,0.0,24.0,12.0,0.9900000095367432,1,0,3,1,1.0,0,0,0,0,1,0
68651.0,0.0,23.0,12.0,0.9100000262260437,1,0,3,1,0.0,0,0,1,0,1,0
52071.0,0.0,24.0,14.0,0.8500000238418579,1,0,2,1,0.0,0,1,0,1,0,0
56350.0,0.0,25.0,14.0,1.0,1,0,3,1,0.0,0,1,0,0,1,0
58875.55078125,0.0,4.0,4.0,0.8500000238418579,1,1,3,1,0.0,0,1,0,0,1,20
67339.0,0.0,28.0,15.0,1.1399999856948853,1,0,3,1,0.0,0,1,0,0,1,0
75365.0,0.0,25.0,17.0,1.1399999856948853,1,0,3,1,0.0,0,1,0,0,1,0
54222.0,4.0,20.0,5.0,1.1299999952316284,1,0,3,1,1.0,0,0,1,0,1,4
54296.0,7.0,17.0,4.0,1.0199999809265137,1,0,3,1,0.0,1,0,0,0,1,7
61812.0,6.0,19.0,8.0,1.0199999809265137,1,0,3,1,0.0,1,0,0,0,1,6
62164.7265625,0.0,3.0,3.0,0.8500000238418579,1,1,3,1,1.0,1,0,0,0,1,21
57573.0,0.0,23.0,10.0,1.0,1,0,3,1,1.0,0,0,1,0,1,0
59403.16015625,0.0,2.0,2.0,1.2100000381469727,1,0,3,1,0.0,1,0,0,0,1,22
66483.0,3.0,21.0,15.0,0.9900000095367432,1,0,3,1,0.0,1,0,0,0,1,3
74265.3984375,0.0,2.0,2.0,1.1399999856948853,1,1,3,1,0.0,1,0,0,0,1,22
78660.0,8.0,17.0,15.0,1.0399999618530273,1,0,3,1,0.0,1,0,0,0,1,8
61123.0,5.0,19.0,13.0,0.8199999928474426,1,0,3,1,0.0,0,1,0,0,1,5
62173.0,1.0,24.0,4.0,1.1299999952316284,1,0,3,1,0.0,0,1,0,0,1,1
56419.0,0.0,23.0,18.0,1.0,1,0,3,1,1.0,0,0,0,0,1,0
48456.0,1.0,24.0,16.0,0.8500000238418579,1,0,2,1,0.0,0,0,1,1,0,1
56884.0,1.0,23.0,14.0,0.8100000023841858,1,0,3,1,0.0,0,0,1,0,1,1
65533.0,0.0,24.0,1.0,1.0399999618530273,1,0,3,1,1.0,1,0,0,0,1,0
51126.0,0.0,27.0,0.0,0.9100000262260437,1,0,3,1,1.0,0,0,1,0,1,0
59835.0,1.0,24.0,9.0,0.800000011920929,1,0,3,1,0.0,0,0,1,0,1,1
65836.7265625,0.0,25.0,14.0,0.7699999809265137,1,0,3,1,0.0,1,0,0,0,1,0
70514.0,0.0,25.0,17.0,0.8899999856948853,1,1,3,1,0.0,0,1,0,0,1,0
57192.0,0.0,27.0,13.0,0.8500000238418579,1,0,3,1,0.0,0,0,1,0,1,0
57965.1171875,0.0,13.0,13.0,1.1299999952316284,1,1,3,1,0.0,0,0,1,0,1,12
60892.0,0.0,14.0,11.0,0.949999988079071,1,0,3,1,0.0,0,0,1,0,1,12
65852.0,0.0,26.0,18.0,0.9900000095367432,1,0,3,1,1.0,1,0,0,0,1,0
65212.0,0.0,3.0,3.0,1.0,1,0,3,1,0.0,0,1,0,0,1,23
71835.0,0.0,28.0,19.0,1.1299999952316284,1,0,3,1,0.0,0,1,0,0,1,0
55923.0,0.0,26.0,9.0,0.7799999713897705,1,0,3,1,1.0,0,0,1,0,1,0
51775.0,0.0,27.0,13.0,0.8500000238418579,1,0,3,1,1.0,0,1,0,0,1,0
80137.0,5.0,21.0,20.0,1.0399999618530273,1,0,3,1,0.0,0,1,0,0,1,5
55608.0,1.0,25.0,21.0,0.9599999785423279,1,0,2,1,0.0,0,0,1,1,0,1
58134.0,0.0,26.0,16.0,0.8500000238418579,1,0,3,1,0.0,0,1,0,0,1,0
61179.0,2.0,25.0,16.0,1.1299999952316284,1,0,3,1,0.0,0,1,0,0,1,2
41045.0,0.0,5.0,5.0,0.9200000166893005,1,0,2,1,0.0,0,0,1,1,0,21
45482.0,0.0,26.0,20.0,0.9300000071525574,1,0,2,1,0.0,0,0,1,1,0,0
53686.0,0.0,31.0,17.0,0.7799999713897705,1,0,3,1,1.0,1,0,0,0,1,0
68133.0,4.0,23.0,17.0,0.9300000071525574,1,0,3,1,0.0,1,0,0,0,1,4
60498.0,4.0,24.0,13.0,0.9900000095367432,1,0,3,1,0.0,0,1,0,0,1,4
39777.0,0.0,17.0,10.0,0.8600000143051147,1,0,2,1,1.0,0,0,0,1,0,10
48327.0,0.0,2.0,2.0,0.7799999713897705,1,0,2,1,1.0,0,0,1,1,0,25
82878.0,0.0,29.0,21.0,0.9100000262260437,1,1,3,1,0.0,1,0,0,0,1,0
56289.0,5.0,21.0,15.0,0.7799999713897705,1,0,3,1,0.0,0,1,0,0,1,5
61218.0,0.0,27.0,18.0,1.0199999809265137,1,0,3,1,0.0,0,1,0,0,1,0
67199.0,0.0,28.0,16.0,0.9100000262260437,1,0,3,1,0.0,0,1,0,0,1,0
45229.0,0.0,27.0,0.0,0.9100000262260437,1,0,3,1,0.0,0,0,1,0,1,0
55524.0,0.0,15.0,10.0,1.149999976158142,1,0,3,1,0.0,0,0,1,0,1,13
59432.0,0.0,30.0,19.0,1.0199999809265137,1,0,3,1,1.0,1,0,0,0,1,0
62801.0,0.0,28.0,15.0,0.7699999809265137,1,0,3,1,0.0,1,0,0,0,1,0
66115.0,2.0,26.0,18.0,0.9200000166893005,1,0,3,1,0.0,1,0,0,0,1,2
66746.0,1.0,25.0,16.0,1.090000033378601,1,0,3,1,1.0,1,0,0,0,1,1
64918.0,0.0,27.0,16.0,0.9100000262260437,1,0,3,1,1.0,0,1,0,0,1,0
63512.0,0.0,28.0,19.0,1.090000033378601,1,0,3,1,0.0,0,1,0,0,1,0
74246.0,0.0,28.0,21.0,0.9900000095367432,1,0,3,1,0.0,0,0,0,0,1,0
52090.0,0.0,30.0,24.0,1.100000023841858,1,0,2,1,0.0,0,0,1,1,0,0
60345.0,4.0,24.0,4.0,1.0,1,0,3,1,0.0,1,0,0,0,1,4
51954.0,0.0,27.0,18.0,0.7400000095367432,1,0,3,1,0.0,0,1,0,0,1,0
63337.0,0.0,27.0,20.0,0.9900000095367432,1,0,3,1,0.0,0,1,0,0,1,0
52738.9140625,2.0,26.0,6.0,0.7400000095367432,1,0,3,1,1.0,1,0,0,0,1,2
62587.0,0.0,8.0,8.0,0.8500000238418579,1,1,3,1,0.0,1,0,0,0,1,20
63997.0,0.0,28.0,15.0,0.7900000214576721,1,0,3,1,0.0,1,0,0,0,1,0
66032.0,0.0,29.0,16.0,0.8899999856948853,1,0,3,1,1.0,1,0,0,0,1,0
61255.0,7.0,21.0,15.0,0.9200000166893005,1,0,3,1,1.0,0,1,0,0,1,7
69976.0,0.0,30.0,14.0,0.9100000262260437,1,0,3,1,0.0,1,0,0,0,1,0
63357.0,3.0,26.0,17.0,0.9200000166893005,1,0,3,1,0.0,0,1,0,0,1,3
83192.234375,0.0,19.0,19.0,0.9200000166893005,1,1,3,1,0.0,0,1,0,0,1,11
75614.0,0.0,29.0,22.0,0.8899999856948853,1,0,3,1,0.0,1,0,0,0,1,0
52579.0,4.0,25.0,11.0,0.9900000095367432,1,0,3,1,0.0,0,0,1,0,1,4
55826.0,4.0,24.0,12.0,0.7799999713897705,1,0,3,1,0.0,0,0,1,0,1,4
71573.0,8.0,22.0,20.0,0.9200000166893005,1,0,3,1,1.0,1,0,0,0,1,8
69827.75,0.0,30.0,21.0,0.7900000214576721,1,0,3,1,0.0,1,0,0,0,1,0
44319.0,4.0,26.0,22.0,0.7799999713897705,1,0,2,1,0.0,0,0,0,1,0,4
71118.0,2.0,28.0,21.0,0.9200000166893005,1,0,3,1,1.0,0,1,0,0,1,2
62276.0,6.0,23.0,11.0,0.7699999809265137,1,0,3,1,1.0,1,0,0,0,1,6
66334.0,0.0,35.0,23.0,0.7799999713897705,1,0,3,1,0.0,1,0,0,0,1,0
82508.0,0.0,32.0,23.0,0.9300000071525574,0,1,3,1,0.0,0,1,0,0,1,0
51698.0,8.0,23.0,1.0,0.7900000214576721,0,1,3,1,0.0,0,0,1,0,1,8
68906.0,2.0,29.0,20.0,1.0,0,0,3,1,0.0,1,0,0,0,1,2
64073.0,3.0,28.0,14.0,0.9100000262260437,1,0,3,1,3.0,0,1,0,0,1,3
69709.0,3.0,28.0,21.0,1.0,1,0,3,1,2.0,1,0,0,0,1,3
80103.0,2.0,29.0,22.0,0.9300000071525574,1,0,3,1,0.0,0,1,0,0,1,2
90082.0,0.0,22.0,22.0,1.0,1,0,3,1,2.0,0,1,0,0,1,10
63073.0,2.0,30.0,16.0,0.7799999713897705,1,0,3,1,1.0,0,0,0,0,1,2
79002.0,1.0,30.0,24.0,0.9900000095367432,1,0,3,1,1.0,1,0,0,0,1,1
70563.0,7.0,26.0,21.0,0.8500000238418579,1,0,3,1,2.0,0,1,0,0,1,7
89789.0,0.0,22.0,21.0,0.9300000071525574,1,0,3,1,2.0,0,1,0,0,1,11
72152.0,0.0,33.0,22.0,1.0,1,0,3,1,2.0,0,1,0,0,1,0
50052.0,0.0,12.0,12.0,1.190000057220459,1,0,3,1,2.0,1,0,0,0,1,20
62523.0,5.0,28.0,22.0,0.9300000071525574,1,0,3,1,3.0,1,0,0,0,1,5
53003.0,5.0,29.0,24.0,0.7699999809265137,0,0,2,1,0.0,0,0,0,1,0,5
72533.0,0.0,21.0,21.0,1.0399999618530273,1,0,3,1,1.0,0,1,0,0,1,15
68140.0,0.0,22.0,22.0,0.8500000238418579,0,0,3,1,1.0,0,0,1,0,1,13
64109.0,0.0,41.0,5.0,0.9100000262260437,1,0,3,1,0.0,0,1,0,0,1,0
73155.0,0.0,25.0,25.0,0.9200000166893005,1,0,3,1,0.0,1,0,0,0,1,12
54423.0,0.0,24.0,18.0,1.090000033378601,1,0,3,1,0.0,1,0,0,0,1,13
63144.0,0.0,27.0,20.0,0.7300000190734863,1,0,3,1,0.0,0,0,0,0,1,14
33800.0,0.0,0.0,0.0,0.8399999737739563,1,0,1,0,4.0,0,0,0,0,0,0
36833.0,0.0,1.0,1.0,0.8399999737739563,1,0,1,0,4.0,0,0,1,0,0,0
36308.0,0.0,1.0,0.0,0.8700000047683716,1,0,1,0,3.0,1,0,0,0,0,0
33680.0,0.0,2.0,1.0,0.9200000166893005,1,0,1,0,2.0,0,0,0,0,0,0
33680.0,0.0,2.0,2.0,1.0199999809265137,1,0,1,0,0.0,0,0,0,0,0,0
34731.0,0.0,1.0,1.0,0.8500000238418579,1,0,1,0,2.0,0,0,0,0,0,0
31000.0,0.0,3.0,2.0,0.7900000214576721,1,0,1,0,1.0,0,0,0,0,0,0
35782.0,0.0,2.0,1.0,0.9200000166893005,1,0,1,0,1.0,0,0,1,0,0,0
46292.0,0.0,2.0,2.0,1.1399999856948853,1,0,1,0,2.0,0,1,0,0,0,0
33680.0,0.0,1.0,1.0,0.8799999952316284,1,0,1,0,2.0,0,0,0,0,0,0
34731.0,0.0,2.0,1.0,0.949999988079071,1,0,1,0,2.0,0,0,0,0,0,0
33787.0,0.0,4.0,2.0,0.8500000238418579,1,0,1,0,2.0,0,0,1,0,0,0
56000.0,1.0,0.0,0.0,1.190000057220459,1,0,1,0,3.0,1,0,0,0,0,1
30000.0,0.0,0.0,0.0,0.8100000023841858,1,0,1,0,3.0,0,0,0,0,0,0
30662.0,0.0,4.0,3.0,0.7599999904632568,1,0,1,0,3.0,0,0,0,0,0,0
31000.0,0.0,0.0,0.0,0.9200000166893005,1,0,1,0,3.0,0,0,0,0,0,0
32000.0,2.0,0.0,0.0,0.8500000238418579,1,0,1,0,3.0,0,0,0,0,0,2
55752.0,0.0,2.0,2.0,1.190000057220459,1,0,1,0,3.0,0,0,1,0,0,0
36000.0,1.0,0.0,0.0,0.9300000071525574,1,0,1,0,4.0,0,1,0,0,0,1
37359.0,0.0,1.0,1.0,0.8399999737739563,1,0,1,0,4.0,0,1,0,0,0,0
33680.0,0.0,3.0,3.0,0.9200000166893005,1,0,1,0,4.0,0,0,0,0,0,0
35000.0,1.0,0.0,0.0,0.9100000262260437,1,0,1,0,4.0,0,0,0,0,0,1
36833.0,0.0,3.0,3.0,0.8399999737739563,1,0,1,0,1.0,0,0,1,0,0,0
31000.0,0.0,0.0,0.0,0.949999988079071,1,0,1,0,1.0,0,0,0,0,0,0
31577.0,0.0,3.0,2.0,0.8600000143051147,1,0,1,0,4.0,0,0,0,0,0,0
34206.0,1.0,2.0,2.0,0.7300000190734863,1,0,1,0,0.0,0,0,1,0,0,1
35574.0,0.0,4.0,4.0,0.8500000238418579,1,0,1,0,0.0,0,1,0,0,0,0
59000.0,0.0,0.0,0.0,1.2400000095367432,1,0,1,0,0.0,0,1,0,0,0,0
47344.0,0.0,3.0,3.0,1.2100000381469727,1,0,1,0,0.0,0,0,0,0,0,0
35000.0,0.0,3.0,0.0,0.7900000214576721,1,0,1,0,0.0,0,0,0,0,0,0
40000.0,0.0,3.0,3.0,0.8399999737739563,1,0,1,0,0.0,0,0,0,0,0,0
40356.0,0.0,4.0,0.0,0.7799999713897705,1,0,2,0,3.0,0,0,0,1,0,0
34206.0,1.0,4.0,4.0,0.8799999952316284,1,0,1,0,1.0,0,1,0,0,0,1
34603.0,0.0,6.0,4.0,0.7900000214576721,1,0,1,0,1.0,0,1,0,0,0,0
32944.0,0.0,6.0,5.0,0.8500000238418579,1,0,1,0,3.0,0,0,0,0,0,0
40356.0,0.0,5.0,4.0,0.7900000214576721,1,0,1,0,1.0,0,0,0,0,0,0
34206.0,1.0,4.0,4.0,0.800000011920929,1,0,1,0,1.0,0,0,1,0,0,1
36583.0,0.0,4.0,4.0,0.8100000023841858,1,0,1,0,1.0,0,0,1,0,0,0
34206.0,3.0,3.0,3.0,0.8600000143051147,1,0,1,0,1.0,0,0,1,0,0,3
60000.0,5.0,0.0,0.0,1.190000057220459,1,0,2,0,0.0,1,0,0,1,0,5
39461.0,3.0,2.0,2.0,0.8500000238418579,1,0,1,0,0.0,0,0,0,0,0,3
43500.0,6.0,0.0,0.0,1.2100000381469727,0,0,1,0,2.0,0,0,0,0,0,6
34206.0,1.0,5.0,5.0,0.9399999976158142,1,0,1,0,2.0,0,0,1,0,0,1
34206.0,2.0,4.0,4.0,0.9300000071525574,1,0,1,0,2.0,0,0,1,0,0,2
39871.0,0.0,6.0,0.0,0.9900000095367432,1,0,2,0,2.0,0,0,1,1,0,0
56182.0,0.0,7.0,1.0,1.2100000381469727,1,0,2,0,3.0,0,1,0,1,0,0
38069.0,0.0,7.0,6.0,0.8299999833106995,1,0,1,0,4.0,0,0,0,0,0,0
39461.0,0.0,7.0,1.0,0.9900000095367432,0,1,2,0,1.0,0,0,0,1,0,0
36487.0,1.0,5.0,1.0,0.8199999928474426,0,1,2,0,0.0,0,0,1,1,0,1
55210.0,1.0,5.0,5.0,1.2300000190734863,0,1,1,0,1.0,0,1,0,0,0,1
32000.0,7.0,0.0,0.0,0.7799999713897705,1,0,1,0,0.0,0,0,0,0,0,7
35257.0,4.0,3.0,3.0,0.9100000262260437,1,0,1,0,0.0,0,0,1,0,0,4
36869.0,0.0,7.0,1.0,0.8500000238418579,1,0,2,0,4.0,1,0,0,1,0,0
33703.0,1.0,6.0,1.0,0.7699999809265137,1,0,2,0,0.0,0,0,0,1,0,1
41915.0,0.0,10.0,4.0,0.8199999928474426,1,0,2,0,1.0,0,0,1,1,0,0
30001.0,5.0,3.0,3.0,0.7699999809265137,1,0,1,0,1.0,0,0,0,0,0,5
37733.0,0.0,8.0,0.0,0.9200000166893005,1,0,2,0,0.0,0,0,0,1,0,0
41563.0,1.0,8.0,1.0,0.8500000238418579,1,0,2,0,2.0,0,0,0,1,0,1
37359.0,6.0,3.0,3.0,0.8500000238418579,1,0,1,0,2.0,0,1,0,0,0,6
39660.0,0.0,9.0,4.0,0.7400000095367432,0,0,2,0,0.0,0,0,0,1,0,0
36515.0,2.0,7.0,1.0,0.8100000023841858,0,0,2,0,0.0,0,0,1,1,0,2
38818.0,2.0,8.0,2.0,0.9900000095367432,0,0,2,0,0.0,0,0,1,1,0,2
45763.0,3.0,7.0,2.0,0.8500000238418579,1,0,2,0,0.0,0,0,0,1,0,3
42129.0,5.0,4.0,2.0,0.9900000095367432,1,0,2,0,0.0,0,0,1,1,0,5
63500.0,0.0,0.0,0.0,1.2400000095367432,1,0,2,0,0.0,0,0,1,1,0,10
36833.0,8.0,2.0,2.0,0.8899999856948853,1,0,1,0,0.0,0,0,1,0,0,8
42034.0,1.0,8.0,4.0,0.7900000214576721,1,0,2,0,0.0,0,0,1,1,0,1
38410.0,0.0,1.0,1.0,0.9200000166893005,1,0,2,0,0.0,0,1,0,1,0,10
58946.0,0.0,12.0,3.0,0.8399999737739563,1,0,2,0,0.0,0,1,0,1,0,0
46810.8671875,3.0,7.0,4.0,0.8100000023841858,1,0,2,0,0.0,0,0,0,1,0,3
38572.0,0.0,12.0,9.0,0.800000011920929,1,0,2,0,0.0,0,1,0,1,0,0
42603.0,1.0,9.0,2.0,1.0199999809265137,1,0,2,0,0.0,0,1,0,1,0,1
33010.0,3.0,8.0,8.0,0.7900000214576721,1,0,1,0,0.0,0,0,0,0,0,3
41015.0,0.0,10.0,10.0,0.7900000214576721,1,0,1,0,0.0,0,0,1,0,0,0
57612.0,0.0,12.0,5.0,1.2300000190734863,1,0,2,0,0.0,0,0,1,1,0,0
37615.0,4.0,7.0,7.0,0.9200000166893005,1,0,1,0,0.0,0,0,0,0,0,4
40636.0,0.0,12.0,11.0,0.8799999952316284,1,0,1,0,0.0,0,0,1,0,0,0
39611.0,6.0,6.0,0.0,0.8100000023841858,1,0,2,0,0.0,0,0,0,1,0,6
37037.0,0.0,13.0,4.0,0.9100000262260437,1,0,2,0,0.0,0,0,1,1,0,0
49499.0,2.0,10.0,4.0,1.0199999809265137,1,0,2,0,0.0,0,1,0,1,0,2
48531.0,0.0,13.0,0.0,0.8100000023841858,1,0,3,0,0.0,0,0,0,0,1,0
37067.0,6.0,6.0,2.0,0.9300000071525574,1,0,2,0,0.0,0,0,1,1,0,6
32000.0,0.0,0.0,0.0,0.7099999785423279,1,0,1,0,0.0,0,0,0,0,0,13
48065.0,0.0,13.0,13.0,1.2100000381469727,1,0,1,0,0.0,1,0,0,0,0,0
48666.0,0.0,22.0,1.0,0.7799999713897705,1,0,3,0,0.0,0,0,1,0,1,0
45838.0,0.0,15.0,10.0,0.8999999761581421,1,0,2,0,0.0,0,1,0,1,0,0
38361.74609375,0.0,14.0,2.0,0.7200000286102295,1,0,2,0,0.0,0,0,0,1,0,0
46416.0,1.0,15.0,15.0,0.8600000143051147,1,0,1,0,0.0,1,0,0,0,0,1
41259.0,6.0,8.0,2.0,1.149999976158142,1,0,2,0,0.0,0,0,0,1,0,6
62059.0,0.0,1.0,1.0,0.9100000262260437,1,0,3,0,0.0,1,0,0,0,1,15
43958.0,4.0,12.0,6.0,0.8100000023841858,1,0,2,0,0.0,0,1,0,1,0,4
39574.0,1.0,15.0,9.0,0.800000011920929,1,0,2,0,0.0,0,0,0,1,0,1
47821.0,1.0,15.0,3.0,0.9599999785423279,1,0,2,0,0.0,0,0,0,1,0,1
47661.0,4.0,12.0,3.0,0.8500000238418579,1,0,3,0,0.0,1,0,0,0,1,4
44045.0,0.0,6.0,6.0,1.0,1,0,2,0,0.0,0,1,0,1,0,10
69654.3359375,0.0,17.0,12.0,1.2100000381469727,1,0,2,0,0.0,1,0,0,1,0,0
47396.0,5.0,11.0,7.0,0.8600000143051147,1,0,2,0,0.0,0,1,0,1,0,5
50683.0,0.0,17.0,11.0,0.8799999952316284,1,0,2,0,0.0,0,1,0,1,0,0
42813.0,6.0,10.0,7.0,0.8500000238418579,1,0,2,0,0.0,0,1,0,1,0,6
50008.0,0.0,18.0,10.0,0.800000011920929,1,0,2,0,0.0,1,0,0,1,0,0
52773.0,0.0,28.0,14.0,0.8799999952316284,1,0,2,0,0.0,1,0,0,1,0,0
34997.0,0.0,18.0,12.0,0.800000011920929,1,0,2,0,0.0,0,0,0,1,0,0
43921.0,0.0,17.0,11.0,0.8500000238418579,1,0,2,0,0.0,0,0,0,1,0,0
38935.0,0.0,3.0,3.0,0.9100000262260437,1,0,1,0,0.0,0,0,1,0,0,15
51640.0,4.0,13.0,5.0,0.9900000095367432,1,0,3,0,0.0,0,0,1,0,1,4
60678.0,5.0,13.0,0.0,1.2100000381469727,1,0,3,0,0.0,1,0,0,0,1,5
63660.8515625,0.0,1.0,1.0,0.9200000166893005,1,1,3,0,0.0,0,1,0,0,1,17
44410.85546875,7.0,12.0,10.0,0.7200000286102295,1,0,2,0,0.0,0,0,0,1,0,7
50729.0,0.0,20.0,7.0,0.8500000238418579,1,0,3,0,0.0,0,1,0,0,1,0
58530.0,0.0,19.0,9.0,0.9300000071525574,1,0,3,0,0.0,0,1,0,0,1,0
41063.0,1.0,18.0,18.0,0.8100000023841858,1,0,1,0,0.0,0,0,1,0,0,1
48681.0,0.0,19.0,12.0,1.0499999523162842,1,0,2,0,0.0,0,0,1,1,0,0
52446.0,5.0,14.0,6.0,0.8100000023841858,1,0,3,0,0.0,0,0,1,0,1,5
45669.0,2.0,18.0,5.0,0.7300000190734863,1,0,2,0,0.0,0,0,0,1,0,2
45047.0,0.0,20.0,20.0,0.8299999833106995,1,0,1,0,0.0,1,0,0,0,0,0
50280.0,0.0,22.0,15.0,0.8500000238418579,1,0,2,0,0.0,0,1,0,1,0,0
48765.0,0.0,11.0,4.0,0.9399999976158142,1,0,3,0,0.0,0,0,1,0,1,10
36308.0,0.0,5.0,5.0,0.8600000143051147,1,0,1,0,0.0,1,0,0,0,0,16
64770.0,0.0,25.0,15.0,1.0199999809265137,1,0,3,0,0.0,1,0,0,0,1,0
52009.0,0.0,23.0,1.0,0.8500000238418579,1,0,3,0,0.0,0,1,0,0,1,0
46843.0,0.0,23.0,13.0,0.8100000023841858,1,0,2,0,0.0,0,0,0,1,0,0
58766.7578125,0.0,23.0,12.0,0.9900000095367432,1,1,3,0,0.0,0,1,0,0,1,0
52395.0,5.0,19.0,7.0,0.8600000143051147,1,0,3,0,0.0,0,0,1,0,1,5
45906.0,6.0,17.0,11.0,0.9200000166893005,1,0,2,0,0.0,0,1,0,1,0,6
60402.0,6.0,19.0,7.0,0.8600000143051147,1,0,3,0,0.0,1,0,0,0,1,6
53187.0,0.0,7.0,6.0,0.7799999713897705,1,0,3,0,0.0,0,0,1,0,1,19
56542.0,8.0,20.0,10.0,0.7799999713897705,1,0,3,0,0.0,0,1,0,0,1,8
52662.0,0.0,25.0,11.0,0.7799999713897705,1,0,3,0,0.0,1,0,0,0,1,13
